TÍTULO: Trinkets
URL: https://darkestdungeon.wiki.gg/wiki/Trinkets
CATEGORÍA: general
FECHA: 2025-11-04 00:13:45

================================================================================

Trinkets Butcher's Circus Trinkets are pieces of equipment obtained while adventuring in the dungeons, earned as rewards from quests, or bought at the Nomad Wagon . Certain trinkets are earned by defeating specific enemies. Each hero is able to carry up to two different trinkets at a time. If a hero dies, their trinkets can be scavenged if the player perseveres and wins the battle. Fleeing a battle will not give such an opportunity. The trinkets confer stat bonuses and penalties when worn, and it is up to the player to use them to their full effect. Trinkets have different rarities, which are denoted in game by color and description. A trinket is given as a reward for completing each expedition , starting at Common for short Apprentice dungeons and increasing one level of rarity for each additional difficulty or length (up to Ancestral for long Champion dungeons). Boss-slaying expeditions always have a Very Rare trinket as a reward regardless of difficulty. Some trinkets can be found as a quest reward for only a specific region. These can still be bought from the Nomad Wagon . Some unique trinkets can only be found by killing specific enemies. Madmen will very rarely drop music boxes, and The Collector miniboss will sometimes drop powerful head-based trinkets (though these can also be found in Secret Rooms ). Defeating the Champion version of any of the 8 bosses (from the 4 normal regions) also awards a Trophy trinket exclusive to that boss. Ancestral trinkets, enemy trinkets (Madman, Collector, and Trophy ), and some Very Rare trinkets (particularly those from DLCs) are all unique. Once you own one, you cannot find a duplicate. If a Trophy (or a Talisman of the Flame) is lost, it will automatically reappear in the inventory the next week. If any other unique trinket is sold or discarded from the inventory, it must be found again from the same source. If you have lost (not sold/discarded) at least eight trinkets throughout your playthrough, a special quest named Shrieker's Perch will become available on the Estate map. This is a regular encounter with the Shrieker that rewards eight of your lost trinkets upon completion. Certain unique trinkets, like Ancestral trinkets, can only be recovered this way if lost. Two trinkets, the Stone of Patience and the Stone of Endurance, are currently exclusive to the PS4 and VITA versions of the game. Contents 1 Equipping Trinkets 2 Selling Trinkets 3 Normal Trinkets List 3.1 Generic Trinkets 3.2 Hero Trinkets 4 Unique Trinkets 4.1 Enemy Trinkets 4.2 The Ancestor's Trinkets 4.3 Trophies 4.4 Shrieker Trinkets 4.5 Crimson Court Trinkets 4.6 Trinket Sets 4.7 Color of Madness Trinkets 5 Special 6 History 7 Unused Trinkets 8 Number of Trinkets Equipping Trinkets Trinkets are listed in your Trinket Inventory , accessed by left-clicking the "chest" icon at the bottom right of your game screen. Your trinkets can be sorted by Class Restriction, by Rarity, or Alphabetically by name. To equip a trinket to a Hero, open that Hero's character sheet by right-clicking the picture of that hero. Then simply drag/drop the desired trinket to one of the two slots at the bottom of the screen, or manually sorted by dragging/dropping them to a new slot in the inventory. If a trinket is already in a selected slot (on the character or in the inventory), that trinket will swap places with the new one. This technique can also be used during a mission via that Inventory screen, to either equip a newly found trinket (and freeing up an inventory slot, if no equipped trinket replaces it), to unequip an unwanted trinket (assuming there is an open slot in the Inventory), or even to swap trinkets from one character to another by using both these actions. There is also an option to "unequip all trinkets" from any and all Heroes. Newly unequipped trinkets will be listed at the bottom of the inventory until re-sorted. Selling Trinkets Trinkets can be sold in the hamlet from the Trinket Inventory by holding SHIFT and clicking on them. Sell values for trinkets are as follows: Rarity Value (Very) Common 750 Common 1125 Uncommon 1500 Rare 2250 Very Rare 3750 Very Rare ( Collector / Madman ) 2250 Shrieker 1 Ancestral 7500 Crimson Court 7500 Backer 1 Darkest Dungeon , Trophy , Crystalline , Keepsake , and Thing trinkets cannot be sold. Normal Trinkets List There are two types of Normal Trinkets; Generic and Hero specific. The player can have as many of these Trinkets in their inventory as they'd like. Generic Trinkets Generic Trinkets can be equipped by any hero. Hero Trinkets Hero Trinkets can only be equipped by the specific hero listed on the trinket. Each hero has 1-3 common/uncommon trinkets along with 1 rare/very rare trinket. Unique Trinkets The second type of Trinkets are Unique Trinkets. The player can only have one of each of the following trinkets in their inventory at once. Enemy Trinkets These Trinkets are mainly only dropped after defeating certain rare and/or powerful enemies. The only exception is The Collector's heads, which can also be found within Secret Rooms. The Ancestor's Trinkets While he was alive, the Ancestor had several powerful items that have since been scattered across the land. These items are powerful, and any hero who wields them might hold that power. However, the weight of the Ancestor's horrible actions still cling to these artifacts, and any hero holding them will feel that sinister energy upon themselves... Ancestral trinkets are usually obtained from completing long Champion-level quests and in Endless Harvest at rounds 100+. They may rarely be discovered in loot. Certain areas in the Darkest Dungeon have chests guaranteed to contain Ancestral trinkets. Five of these trinkets can only be obtained by killing the Shambler or Shuffling Horror . The "Sentimental relics from our forefathers" achievement requires the player to acquire all 14 Ancestral trinkets, which will involve needing to hunt Shamblers. Trophies Trophies are unique Trinkets that are only offered as quest rewards when defeating the highest level of a boss encounter. They mostly only offer positive bonuses with no penalties, and will also re-appear in your inventory back at the hamlet, should you lose them in a mission. Shrieker Trinkets The Radiant Update added a monster known as The Shrieker. It spawns from certain town events, one of which is called "Shrieker's Prize." Each time you complete this quest, you are awarded one of these trinkets. Crimson Court Trinkets These are special trinkets unique to the Crimson Court DLC . While they act like most Very Rare trinkets, the player can only keep one each in their inventory. All of them have effects that involve the Crimson Curse or the Courtyard in some way. All of these items can be dropped by the Fanatic , except Sculptor's Tools, which is treated the same as any Very Rare trinket. Trinket Sets The Crimson Court DLC added special Trinket Sets, two for each hero. They confer powerful bonuses to the hero equipped with them, and having both equipped at once yields an additional bonus, which is shown greyed out at the bottom. The origin dungeon for all Trinket Sets is the Courtyard and they all have the rarity Crimson Court . The Shieldbreaker Trinket Set , however, is only obtainable through her final 6th and 7th nightmare encounters and won't be dropped or given as a reward in the Courtyard. Trinkets you already have will stop dropping, so there's value in not selling the ones you don't like until you get the ones you want. Color of Madness Trinkets The Color of Madness DLC added trinkets with a new rarity, Crystalline . Each hero has their own unique crystalline trinket which can be bought from Jeweler inside the Nomad Wagon with Crystal Shards found within the Farmstead . Special These are special trinkets that have special properties that make them more unique than other trinkets. They include trinkets only found when the game begins, and the Talisman of the Flame. History When originally introduced, Tempting Goblet's rarity was Very Rare . A new subset of ancestral items were introduced in the Fiends & Frenzy update, Ancestor's trinkets. Ancestral trinkets not belonging to the Ancestor Set were later reclassified as Very Rare trinkets. The Inhuman Bondage update added a new subset of trinkets that can be found by defeating the new enemies ( Madman and The Collector ). With the full release of the game, Trophy Trinkets were introduced. With the release of the PS4 and VITA ports of the game, 5 new trinkets were added to the console versions. Two of which, the Stone of Endurance and Stone of Patience, are currently available upon starting up a new game. The other three are very rarely dropped by champion level enemies. With the release of the The Crimson Court , Trinket Sets and Sets bonuses were introduced to the game, alongside plenty of new Very Rare quality trinkets and rebalancing of old trinkets' effect and rarity. The The Color of Madness added crystalline trinkets which can be bought with shards, earned by completing the Farmstead quests. The Musketeer was also made available to all players, bringing her trinkets into the available pool. Additionally, several of the existing trinkets were rebalanced in terms of effects and rarity. Unused Trinkets There are a few unused trinkets in the game folders with unknown uses. Number of Trinkets Below are tables that shows the number of trinkets in the game depending on DLC, as well as how many are in each trinket group. Unused trinkets, backer trinkets , and the two PS4 exclusive trinkets will not be listed. Total (base game): 195 Generic Hero Specific (Very) Common 16 0 Common 14 30 Uncommon 26 18 Rare 17 16 Very Rare 9 15 Very Rare (special) 6 0 Shrieker 4 0 Ancestral 14 0 Darkest Dungeon 1 0 Trophy 9 0 Total (Crimson Court): 246 (253) Generic Hero Specific (Very) Common 16 0 Common 14 31 Uncommon 26 20 Rare 17 17 Very Rare 9 16 Very Rare (special) 15 0 Shrieker 4 0 Ancestral 14 0 Darkest Dungeon 1 0 Trophy 12 0 Crimson Court 0 32 Total (Shieldbreaker DLC): 202 Generic Hero Specific (Very) Common 16 0 Common 14 31 Uncommon 26 20 Rare 17 17 Very Rare 9 16 Very Rare (special) 6 0 Shrieker 4 0 Ancestral 14 0 Darkest Dungeon 1 0 Trophy 9 0 Crimson Court 0 34 Total (Color of Madness): 223 Generic Hero Specific (Very) Common 16 0 Common 14 30 Uncommon 26 18 Rare 17 16 Very Rare 9 15 Very Rare (special) 6 0 Shrieker 4 0 Ancestral 14 0 Darkest Dungeon 1 0 Trophy 9 0 Crystalline 5 18 Keepsake 1 0 Thing 4 0 Total (Musketeer DLC): 202 Generic Hero Specific (Very) Common 16 0 Common 14 32 Uncommon 26 19 Rare 17 17 Very Rare 9 16 Very Rare (special) 6 0 Shrieker 4 0 Ancestral 14 0 Darkest Dungeon 1 0 Trophy 9 0 Crimson Court 0 34 Total (With all DLC): 286 Generic Hero Specific (Very) Common 16 0 Common 14 34 Uncommon 26 23 Rare 17 19 Very Rare 9 18 Very Rare (special) 15 0 Shrieker 4 0 Ancestral 14 0 Darkest Dungeon 1 0 Trophy 12 0 Crimson Court 0 36 Crystalline 5 18 Keepsake 1 0 Thing 4 0


=== TABLA DE INTERACCIONES ===


Trinket Image | Trinket Name | Rarity | Origin Dungeon | Effect | Additional Notes
[Íconos: Inv trinket-snipers ring.png]  | Sniper's Ring | Rare |  | +15 ACC if in position 4+4% CRIT if in position 4-2 SPD | 

[Íconos: Sun crown.png]  | Solar Crown | Rare |  | -20%Stressif Torch above 75 | 

[Íconos: Inv trinket-sun cloak.png]  | Sun Cloak | Rare |  | +5% PROT if Torch above 75+10 DODGE if Torch above 75+10%Stress | 

[Íconos: Inv trinket-sun ring.png]  | Sun Ring | Rare |  | +10% DMG if Torch above 75+5 ACC if Torch above 75+10%Stress | 

[Íconos: Inv trinket-unholy slayers ring.png]  | Unholy Slayer's Ring | Rare |  | +25% DMG vs Unholy-8 DODGE | 

[Íconos: Inv trinket-book of sanity.png]  | Book of Sanity | Very Rare |  | -20%Stress | 

[Íconos: Inv trinket-cleansing crystal.png]  | Cleansing Crystal | Very Rare | Warrens | +40%BlightResist+40%BleedResist+40%DebuffResist-15%BlightSkill Chance-15%BleedSkill Chance-15%DebuffSkill Chance | 

[Íconos: Inv trinket-ethereal crucifix.png]  | Ethereal Crucifix | Very Rare |  | +25% DMG vs Eldritch+30%BleedResist-20% MAX HP | The player can only have one of this trinket in their inventory.

[Íconos: Inv trinket-focus ring.png]  | Focus Ring | Very Rare |  | +10 ACC+5% CRIT-8 DODGE | 

[Íconos: Inv trinket-fortifying garlic.png]  | Fortifying Garlic | Very Rare |  | +33%BlightResist+33%BleedResist+33%DiseaseResist | The player can only have one of this trinket in their inventory.

[Íconos: Inv trinket-heros ring.png]  | Hero's Ring | Very Rare |  | +25%VirtueChance | 

[Íconos: Inv trinket-legendary bracer.png]  | Legendary Bracer | Very Rare |  | +20% DMG-1 SPD+10%Stress | 

[Íconos: Inv trinket-martyrs seal.png]  | Martyr's Seal | Very Rare |  | +60% DMG atDeath's Door+14% CRIT atDeath's Door+12%Death BlowResist+15% MAX HP | 

[Íconos: Inv trinket-tough ring.png]  | Tough Ring | Very Rare |  | +10% PROT+15% MAX HP-15% DMG+10%Stress | 





=== TABLA DE INTERACCIONES ===


Trinket Image | Trinket Name | Rarity | Class Restriction | Origin Dungeon | Effect | Additional Notes

[Íconos: Inv trinket padlock patience.png]  | Lock of Patience | Common | Abomination |  | +10%VirtueChance | 

[Íconos: Padlockoftransference.png]  | Padlock of Transference | Uncommon | Abomination |  | +20%StunSkill Chance+20%BlightSkill Chance | 

[Íconos: Protectivepadlock.png]  | Protective Padlock | Uncommon | Abomination |  | +15% PROT-1 SPD | 

[Íconos: Lockoffury.png]  | Lock of Fury | Rare | Abomination |  | +10% DMG+3 SPD-10% MAX HP | 

[Íconos: Restrainingpadlock.png]  | Restraining Padlock | Very Rare | Abomination |  | Transform: -40%StressInflicted on Party-40% TransformationStress | 

[Íconos: Bag of Marbles.png]  | Bag of Marbles | Common | Antiquarian |  | +10 DODGE | 

[Íconos: Bloodcourse Medallion.png]  | Bloodcourse Medallion | Uncommon | Antiquarian |  | +33%HealingReceived | 

[Íconos: Carapace Idol.png]  | Carapace Idol | Uncommon | Antiquarian |  | +25% PROT | 

[Íconos: Fleet Florin.png]  | Fleet Florin | Rare | Antiquarian |  | +4 SPD+20%DebuffSkill Chance | 

[Íconos: Candle of Life.png]  | Candle of Life | Very Rare | Antiquarian |  | +50%HealingSkills+15% MAX HP | 

[Íconos: Sturdygreaves.png]  | Sturdy Greaves | Common | Arbalest |  | +30%MoveResist+30%MoveSkill Chance-1 SPD | 

[Íconos: Vengefulgreaves.png]  | Vengeful Greaves | Common | Arbalest |  | +3% CRIT | 

[Íconos: Inv trinket medics greaves.png]  | Medic's Greaves | Uncommon | Arbalest |  | +33%HealingSkills | 

[Íconos: One eye bandana.png]  | Bull's Eye Bandana | Rare | Arbalest |  | +8 ACC+5% CRIT-4 DODGE | 

[Íconos: Bandana.png]  | Wrathful Bandana | Very Rare | Arbalest | Warrens | +25% DMG if in position 4+30%DebuffSkill Chance-50%HealingSkills | 

[Íconos: Inv trinket-agile talon.png]  | Agility Talon | Common | Bounty Hunter |  | +1 SPD+4 DODGE | 

[Íconos: Inv trinket-unmovable helmet.png]  | Unmovable Helmet | Common | Bounty Hunter |  | +30%MoveResist+20%MoveSkill Chance | 

[Íconos: Inv trinket-campers helmet.png]  | Camper's Helmet | Uncommon | Bounty Hunter |  | +20%StressHeal Received while Camping+10%ScoutingChance | 

[Íconos: Inv trinket-hunters talon.png]  | Hunter's Talons | Rare | Bounty Hunter | Warrens | +6% CRIT+10 ACC+50% Food Consumed | Increases maximum food eaten at camp by 1, as compared to 2 with +100% Food Consumed.

[Íconos: Inv trinket-wounding helmet.png]  | Wounding Helmet | Very Rare | Bounty Hunter |  | +25% DMGMeleeSkills-25%MoveSkill Chance-20%StunSkill Chance | 

[Íconos: Inv trinket-defenders seal.png]  | Defender's Seal | Common | Crusader |  | +5% PROT-3% CRIT | 

[Íconos: Inv trinket-knights crest.png]  | Knight's Crest | Common | Crusader |  | +10% MAX HP | 

[Íconos: Inv trinket-swordsmans crest.png]  | Swordsman's Crest | Common | Crusader |  | +10% DMGMeleeSkills-50%HealingSkills | 

[Íconos: Inv trinket-paralyzers crest.png]  | Paralyzer's Crest | Uncommon | Crusader |  | +20%StunSkill Chance-2 DODGE | 

[Íconos: Inv trinket-commanders orders.png]  | Commander's Orders | Rare | Crusader |  | +15%StressHeal Received+33%HealingSkills-10% DMG | 

[Íconos: Inv trinket-holy orders.png]  | Holy Orders | Very Rare | Crusader |  | +15%VirtueChance-20%Stress+12%Death BlowResist-20%BlightResist-20%BleedResist | 

[Íconos: Flag hood 1.png]  | [Íconos: Exclusive to The Crimson Court DLC] Heartburst Hood | Common | Flagellant |  | +4 SPD if HP below 40% | 

[Íconos: Flag collar 1.png]  | [Íconos: Exclusive to The Crimson Court DLC] Resurrection's Collar | Uncommon | Flagellant |  | +33%HealingSkills-15%BleedSkill Chance | 

[Íconos: Flag hood 2.png]  | [Íconos: Exclusive to The Crimson Court DLC] Punishment's Hood | Uncommon | Flagellant |  | +20%BleedSkill Chance-20%HealingSkills+15% DMG if HP below 40% | 

[Íconos: Flag collar 2.png]  | [Íconos: Exclusive to The Crimson Court DLC] Suffering's Collar | Rare | Flagellant |  | +20%BleedResist if HP below 40%+20%BlightResist if HP below 40%+10% MAX HP | 

[Íconos: Eternity's Collar.png]  | [Íconos: Exclusive to The Crimson Court DLC] Eternity's Collar | Very Rare | Flagellant |  | +10%Death BlowResist+20 DODGE atDeath's Door+20% DMG ifStressabove 85 | 

[Íconos: Inv trinket-quickening satchel.png]  | Quickening Satchel | Common | Grave Robber |  | +2 SPD | 

[Íconos: Inv trinket-stunning satchel.png]  | Sickening Satchel | Common | Grave Robber |  | +20% DMG vsBlighted | 

[Íconos: Inv trinket-seers satchel.png]  | Blighting Satchel | Uncommon | Grave Robber |  | +25%BlightSkill Chance+1 SPD-4 DODGE | 

[Íconos: Inv trinket-lucky talisman.png]  | Lucky Talisman | Rare | Grave Robber |  | +12 DODGE+10 ACCRangedSkills+10%Stress | 

[Íconos: Inv trinket-raiders talisman.png]  | Raider's Talisman | Very Rare | Grave Robber | Warrens | +5% CRIT+30%TrapDisarm Chance+2 SPD+15%ScoutingChance-10% MAX HP | 

[Íconos: Inv trinket-bleeding pendant.png]  | Bleeding Pendant | Common | Hellion |  | +15%BleedSkill Chance | 

[Íconos: Inv trinket-selfish pendant.png]  | Selfish Pendant | Common | Hellion | Weald | -15%Stress | 

[Íconos: Inv trinket-double edged pendant.png]  | Double-Edged Pendant | Uncommon | Hellion |  | +15% MAX HP-20%StunResist | 

[Íconos: Inv trinket-heavens hairpin.png]  | Heaven's Hairpin | Rare | Hellion |  | -25%Stressif Torch above 75+10 ACC if Torch above 75 | 

[Íconos: Inv trinket-hells hairpin.png]  | Hell's Hairpin | Very Rare | Hellion |  | +10% CRIT if Torch below 25+15 ACC if Torch below 25-10%DebuffResist-10%BleedResist | 

[Íconos: Inv trinket-drifters buckle.png]  | Drifter's Buckle | Common | Highwayman |  | +10%TrapDisarm Chance+4 DODGE-5%StressHeal Received | 

[Íconos: Inv trinket-flashfire gunpowder.png]  | Flashfire Gunpowder | Common | Highwayman |  | +10% DMGRangedSkills-20%StunResist | 

[Íconos: Inv trinket-cursed buckle.png]  | Stalwart Buckle | Common | Highwayman |  | +5% CRIT+5%Stress-3%VirtueChance | 

[Íconos: Inv trinket-dodgy sheath.png]  | Dodgy Sheath | Uncommon | Highwayman |  | +8 DODGE+1 SPD-10 ACCRangedSkills | 

[Íconos: Inv trinket-sharpening sheath.png]  | Sharpening Sheath | Rare | Highwayman |  | +7% CRITMeleeSkills+40%BleedSkill Chance-1 SPD | 

[Íconos: Inv trinket-poisoning buckle.png]  | Gunslinger's Buckle | Very Rare | Highwayman | Ruins | +20% DMGRangedSkills+15 ACCRangedSkills-10% DMGMeleeSkills-5% CRITMeleeSkills | 

[Íconos: Inv trinket-agility whistle.png]  | Agility Whistle | Common | Houndmaster |  | +4 DODGE+1 SPD-20%DebuffResist | 

[Íconos: Inv trinket scouting whistle.png]  | Scouting Whistle | Common | Houndmaster |  | +20%ScoutingChance if Torch below 51+20%TrapDisarm Chance | Withabove 75 light, theScoutingbonus is +15%, while below 51 has no bonus (thus the scouting bonus is a net +5% compared to high light).

[Íconos: Caudgel weight.png]  | Cudgel Weight | Uncommon | Houndmaster |  | +25%StunSkill Chance-1 SPD | 

[Íconos: Protective Collar.png]  | Protective Collar | Rare | Houndmaster |  | +12 DODGE-15% DMG | 

[Íconos: Collar.png]  | Spiked Collar | Very Rare | Houndmaster | Warrens | +20% DMG+30%BleedSkill Chance-50%HealingSkills-20%HealingReceived | 

[Íconos: Inv trinket-bloody dice.png]  | Bloody Dice | Common | Jester |  | +30%BleedSkill Chance-10%BleedResist | 

[Íconos: Inv trinket-lucky dice.png]  | Lucky Dice | Common | Jester |  | +4 ACC+4 DODGE | 

[Íconos: Inv trinket-critical dice.png]  | Critical Dice | Uncommon | Jester |  | +7% CRIT | 

[Íconos: Inv trinket-bright tambourine.png]  | Bright Tambourine | Rare | Jester |  | +20%StressSkills-25%Stressif Torch above 75+15%Stressif Torch below 51 | 

[Íconos: Inv trinket-dark tambourine.png]  | Dark Tambourine | Very Rare | Jester |  | +12%Death BlowResist-25%Stressif Torch below 26+10%VirtueChance if Torch below 26 | 

[Íconos: Inv trinket-healing armlet.png]  | Healing Armlet | Common | Leper |  | +20%HealingReceived | 

[Íconos: Inv trinket-selfish armlet.png]  | Redemption Armlet | Common | Leper |  | +15% DMG if in position 1-3%VirtueChance | 

[Íconos: Inv trinket-fortunate armlet.png]  | Fortunate Armlet | Uncommon | Leper |  | +8 ACC+3% CRIT+10%Stress | 

[Íconos: Inv trinket-immunity mask.png]  | Immunity Mask | Rare | Leper |  | +40%StunResist+30%BlightResist+30%BleedResist-10% MAX HP | 

[Íconos: Berserk mask.png]  | Berserk Mask | Very Rare | Leper |  | +8% CRIT+3 SPD-10%VirtueChance-33%HealingReceived | 

[Íconos: Inv trinket-cleansing eyepatch.png]  | Cleansing Eyepatch | Common | Man-at-Arms | Weald | +30%BlightResist+20%DiseaseResist-2 DODGE | 

[Íconos: Inv trinket-sly eyepatch.png]  | Sly Eyepatch | Common | Man-at-Arms |  | +4 DODGE-10%StunResist-10%MoveResist | 

[Íconos: Inv trinket longevity eyepatch.png]  | Longevity Eyepatch | Uncommon | Man-at-Arms |  | +15% MAX HP-2 SPD | 

[Íconos: Inv trinket-guardians shield.png]  | Rampart Shield | Rare | Man-at-Arms |  | +40%MoveSkill Chance+30%StunSkill Chance-15% DMG | 

[Íconos: Man at arms Shield.png]  | Guardian's Shield | Very Rare | Man-at-Arms |  | +10% PROT if in position 4+50%HealingReceived if in position 4+10 DODGE if in position 4 | 

[Íconos: Sturdy boots.png]  | Sturdy Boots | Common | Musketeer |  | +30%MoveResist+30%MoveSkill Chance-1 SPD | 

[Íconos: Vengeful boots.png]  | Vengeful Boots | Common | Musketeer |  | +3% CRIT | 

[Íconos: Medics boots.png]  | Medic's Boots | Uncommon | Musketeer |  | +33%HealingSkills | 

[Íconos: Bullseyehat.png]  | Bull's Eye Hat | Rare | Musketeer |  | +8 ACC+5% CRIT-4 DODGE | 

[Íconos: Wrathful hat.png]  | Wrathful Hat | Very Rare | Musketeer | Warrens | +25% DMG if in position 4+30%DebuffSkill Chance-50%HealingSkills | 

[Íconos: Inv trinket-eldritch killing incense.png]  | Eldritch Killing Incense | Common | Occultist |  | +6% CRIT vs Eldritch+15% DMG vs Eldritch | 

[Íconos: Inv trinket-evasion incense.png]  | Evasion Incense | Common | Occultist |  | +8 DODGE-1 SPD | 

[Íconos: Inv trinket-cursed incense.png]  | Cursed Incense | Uncommon | Occultist |  | +40%DebuffSkill Chance+20%MoveSkill Chance-10% MAX HP | 

[Íconos: Inv trinket-sacrificial cauldron.png]  | Sacrifical Cauldron | Rare | Occultist |  | +20% DMG+10%Stress | 

[Íconos: Inv trinket-demons cauldron.png]  | Demon's Cauldron | Very Rare | Occultist |  | +30%StunSkill Chance+40%DebuffSkill Chance+3% CRIT-10%VirtueChance+15%Stress | 

[Íconos: Inv trinket-diseased herb.png]  | Diseased Herb | Common | Plague Doctor |  | +40%DiseaseResist | 

[Íconos: Inv trinket-rotgut censer.png]  | Rotgut Censer | Common | Plague Doctor |  | +8 ACC-5% MAX HP | 

[Íconos: Inv trinket-witchs vial.png]  | Witch's Vial | Common | Plague Doctor |  | +15%StunSkill Chance | 

[Íconos: Inv trinket-poisoned herb.png]  | Poisoned Herb | Uncommon | Plague Doctor |  | +40%BlightSkill Chance-15% MAX HP | 

[Íconos: Inv trinket-bloody herb.png]  | Bloody Herb | Rare | Plague Doctor |  | +10 ACCMeleeSkills+30%BleedSkill Chance+20% DMGMeleeSkills | 

[Íconos: Inv trinket-blasphemous vial.png]  | Blasphemous Vial | Very Rare | Plague Doctor |  | +10 ACCRangedSkills+20%StunSkill Chance+20%BlightSkill Chance+25%Stress | 

[Íconos: Inv trinket-sb 1.png]  | [Íconos: Exclusive to The Shieldbreaker DLC] Venomous Vial | Common | Shieldbreaker |  | +30%BlightSkill Chance-10%BlightResist | Found after defeating the firstnightmare.Cannot be sold. This trinket appears in your Trinket Inventory back in Hamlet even if you don't pick it up.

[Íconos: Inv trinket-sb 2.png]  | [Íconos: Exclusive to The Shieldbreaker DLC] Shimmering Scale | Uncommon | Shieldbreaker |  | +10% PROT+5%Stress | Found after defeating the secondnightmare.Cannot be sold.This trinket appears in your Trinket Inventory back in Hamlet even if you don't pick it up.

[Íconos: Inv trinket-sb 3.png]  | [Íconos: Exclusive to The Shieldbreaker DLC] Dancer's Footwraps | Uncommon | Shieldbreaker |  | +40%MoveResist+2 SPD | Found after defeating the thirdnightmare.Cannot be sold.This trinket appears in your Trinket Inventory back in Hamlet even if you don't pick it up.

[Íconos: Inv trinket-sb 4.png]  | [Íconos: Exclusive to The Shieldbreaker DLC] Fanged Spear Tip | Rare | Shieldbreaker |  | +35% DMG vsMarked-10% DMG | Found after defeating the fourthnightmare.Cannot be sold.This trinket appears in your Trinket Inventory back in Hamlet even if you don't pick it up.

[Íconos: Inv trinket-sb 5.png]  | [Íconos: Exclusive to The Shieldbreaker DLC] Cuirboilli | Very Rare | Shieldbreaker |  | +33% MAX HP-2 SPD | Found after defeating the fifthnightmare.Cannot be sold.This trinket appears in your Trinket Inventory back in Hamlet even if you don't pick it up.

[Íconos: Inv trinket-recovery chalice.png]  | Virtuous Chalice | Common | Vestal |  | +10%VirtueChance-5% MAX HP | 

[Íconos: Inv trinket-haste chalice.png]  | Haste Chalice | Uncommon | Vestal |  | +8 SPD on First Round+2 SPD after First Round-25%StunSkill Chance | 

[Íconos: Inv trinket-youth chalice.png]  | Youth Chalice | Uncommon | Vestal | Ruins | +20% MAX HP-10% DMG | 

[Íconos: Inv trinket-profane scroll.png]  | Profane Scroll | Rare | Vestal | Ruins | +15% DMG+10% PROT if in position 2+33%HealingSkills if in position 2+15%Stress | 

[Íconos: Inv trinket-book of holy healing.png]  | Tome of Holy Healing | Rare | Vestal |  | +25%HealingSkills-15% MAX HP | 

[Íconos: Inv trinket-sacred scroll.png]  | Sacred Scroll | Very Rare | Vestal |  | -10%Stress+33%HealingSkills-10%StunSkill Chance-33% DMG | 





=== TABLA DE INTERACCIONES ===


Trinket Image | Trinket Name | Rarity | Origin Dungeon | Effect | Additional Notes

[Íconos: Inv trinket madman 1.png]  | Aria Box | Very Rare |  | -25%Stress | Very rarely dropped byMadman(about 4% chance).

[Íconos: Inv trinket madman 3.png]  | Crescendo Box | Very Rare |  | +2 SPD+15% DMG+10%Stress | Very rarely dropped byMadman(about 4% chance).

[Íconos: Inv trinket madman 2.png]  | Overture Box | Very Rare |  | +15% MAX HP+8 DODGE-2 ACC | Very rarely dropped byMadman(about 4% chance).

[Íconos: Inv trinket collector02.png]  | Barristan's Head | Very Rare |  | +25% PROT+20%Stress | Sometimes dropped byThe Collectoror found withinSecret Rooms.

[Íconos: Inv trinket collector01.png]  | Dismas' Head | Very Rare |  | +25% DMG-10% MAX HP+20%Stress | Sometimes dropped byThe Collectoror found withinSecret Rooms.

[Íconos: Inv trinket collector03.png]  | Junia's Head | Very Rare |  | +30%HealingSkills+20%Stress | Sometimes dropped byThe Collectoror found withinSecret Rooms.

[Íconos: Tempting goblet.png]  | Tempting Goblet | Very Rare |  | +20% MAX HP+3 SPD+8 DODGE+25%Stress-10%VirtueChance | Very rarely dropped by Champion levelBone Courtier.





=== TABLA DE INTERACCIONES ===


Trinket Image | Trinket Name | Rarity | Origin Dungeon | Effect | Additional Notes

[Íconos: Ancestor Bottle.png]  | Ancestor's Bottle | Ancestral |  | +25% MAX HP+50% Food Consumed+10%Stress | Can only be dropped by aShamblerorShuffling Horror.

[Íconos: Ancestor Candle.png]  | Ancestor's Candle | Ancestral |  | +15% DMG if Torch above 50+2 SPD if Torch above 50+5 DODGE if Torch above 50+10%Stress | Can only be dropped by aShamblerorShuffling Horror.

[Íconos: Ancestor Coat.png]  | Ancestor's Coat | Ancestral |  | +15 DODGE+10%Stress | 

[Íconos: Ancestor Handkerchief.png]  | Ancestor's Handkerchief | Ancestral |  | +50%DiseaseResist+50%BleedResist+10%Stress | 

[Íconos: Ancestor Lantern.png]  | Ancestor's Lantern | Ancestral |  | -20% Chance PartySurprised+20% Chance MonstersSurprised+10%Stress | 

[Íconos: Ancestor Map.png]  | Ancestor's Map | Ancestral |  | +25%TrapDisarm Chance+25%ScoutingChance+10%Stress | Can only be dropped by aShamblerorShuffling Horror.

[Íconos: Ancestor Cream.png]  | Ancestor's Mustache Cream | Ancestral |  | +50%DebuffResist+50%BlightResist+10%Stress | 

[Íconos: Ancestor Ball.png]  | Ancestor's Musket Ball | Ancestral | Weald | +10% DMGRangedSkills+8% CRITRangedSkills+10%Stress | 

